"s","a","r","sp"
19239,7,-225,19235
19235,1,-225,18731
18731,4,0,18226
18226,3,-25,17721
17721,3,-25,17716
17716,1,-225,17211
17211,6,-100,17206
17206,5,-25,17701
17701,4,0,17696
17696,1,-225,17190
17190,2,-100,17185
17185,5,-25,17680
17680,7,-225,18175
18175,2,-100,18171
18171,2,-100,18166
18166,1,-225,18161
18161,2,-100,18157
18157,1,-225,18653
18653,2,-100,18648
18648,4,0,19145
19145,5,-25,20141
20141,1,-225,20638
20638,7,-225,21136
21136,4,0,22134
22134,1,-225,22632
22632,6,-100,23631
23631,1,-225,23631
23631,2,-100,24130
24130,6,-100,25130
25130,5,-25,26131
26131,6,-100,27133
27133,7,-225,28135
28135,6,-100,29138
29138,6,-100,30142
30142,5,-25,31146
31146,7,-225,32151
32151,4,0,32656
32656,1,-225,32661
32661,3,-25,33167
33167,5,-25,33673
33673,2,-100,33679
33679,4,0,33685
33685,1,-225,33691
33691,6,-100,34197
34197,4,0,34204
34204,5,-25,34710
34710,2,-100,34217
34217,4,0,34223
34223,6,-100,34229
34229,7,-225,34235
34235,2,-100,33741
33741,6,-100,33747
33747,3,-25,32753
32753,6,-100,32758
32758,7,-225,32763
32763,1,-225,31768
31768,7,-225,31272
31272,5,-25,30776
30776,7,-225,30280
30280,2,-100,29283
29283,6,-100,28785
28785,5,-25,28287
28287,1,-225,27289
27289,2,-100,26290
26290,7,-225,25790
25790,3,-25,24790
24790,2,-100,23789
23789,5,-25,22788
22788,7,-225,22786
22786,3,-25,21784
21784,5,-25,20781
20781,6,-100,20778
20778,2,-100,19774
19774,4,0,18770
18770,1,-225,17765
17765,4,0,17260
17260,1,-225,16254
16254,4,0,15748
15748,7,-225,15741
15741,5,-25,15735
15735,7,-225,15728
15728,3,-25,15222
15222,4,0,14715
14715,4,0,14708
14708,6,-100,15201
15201,4,0,15194
15194,4,0,15188
15188,4,0,15181
15181,1,-225,15174
15174,1,-225,15168
15168,2,-100,15161
15161,6,-100,16155
16155,7,-225,17150
17150,2,-100,17145
17145,4,0,17640
17640,2,-100,18135
18135,7,-225,19131
19131,4,0,19628
19628,2,-100,20125
20125,5,-25,21122
21122,1,-225,21620
21620,5,-25,22618
22618,1,-225,23117
23117,4,0,24117
24117,5,-25,24617
24617,2,-100,25117
25117,6,-100,26618
26618,4,0,27120
27120,3,-25,28122
28122,3,-25,28624
28624,5,-25,29627
29627,6,-100,30631
30631,7,-225,31636
31636,4,0,32141
32141,3,-25,32646
32646,2,-100,33152
33152,1,-225,33157
33157,5,-25,34164
34164,7,-225,34670
34670,3,-25,34677
34677,7,-225,35684
35684,2,-100,35192
35192,3,-25,35199
35199,7,-225,35706
35706,3,-25,35714
35714,6,-100,35721
35721,3,-25,35728
35728,2,-100,35235
35235,2,-100,34241
34241,6,-100,34248
34248,1,-225,33754
33754,7,-225,33259
33259,3,-25,32765
32765,3,-25,31769
31769,3,-25,31273
31273,5,-25,30777
30777,4,0,29780
29780,2,-100,28783
28783,3,-25,27785
27785,6,-100,27287
27287,4,0,26788
26788,6,-100,26289
26289,2,-100,25289
25289,5,-25,24288
24288,7,-225,23788
23788,6,-100,23787
23787,4,0,22785
22785,3,-25,21783
21783,7,-225,21280
21280,6,-100,21278
21278,1,-225,19774
19774,7,-225,19771
19771,3,-25,18766
18766,7,-225,18262
18262,1,-225,17757
17757,5,-25,17251
17251,4,0,16746
16746,1,-225,15740
15740,2,-100,15233
15233,7,-225,15226
15226,6,-100,15220
15220,7,-225,15713
15713,4,0,15207
15207,4,0,15200
15200,7,-225,15694
15694,7,-225,16188
16188,2,-100,16182
16182,4,0,16176
16176,4,0,16670
16670,1,-225,16665
16665,7,-225,17159
17159,1,-225,17654
17654,4,0,18150
18150,1,-225,18145
18145,6,-100,19141
19141,5,-25,20138
20138,7,-225,21135
21135,2,-100,21133
21133,6,-100,22131
22131,5,-25,23130
23130,6,-100,24129
24129,5,-25,25130
25130,3,-25,25630
25630,3,-25,26131
26131,6,-100,27133
25343,7,-225,25208
25208,2,-100,24708
24708,4,0,24708
24708,6,-100,25208
25208,1,-225,24708
24708,7,-225,25208
25208,1,-225,24708
24708,2,-100,24207
24207,1,-225,24207
24207,6,-100,24206
24206,2,-100,24206
24206,6,-100,24205
24205,7,-225,24705
24705,5,-25,24705
24705,3,-25,24705
24705,7,-225,24705
24705,4,0,24705
24705,3,-25,24704
24704,6,-100,25205
25205,3,-25,24705
24705,3,-25,24704
24704,7,-225,25205
25205,2,-100,24704
24704,2,-100,24704
24704,4,0,24704
24704,4,0,24703
24703,1,-225,24203
24203,2,-100,23702
23702,7,-225,24202
24202,2,-100,24201
24201,5,-25,24201
24201,3,-25,24200
24200,4,0,24199
24199,6,-100,24699
24699,5,-25,24699
24699,7,-225,25199
25199,6,-100,25699
25699,2,-100,25199
25199,6,-100,25700
25700,2,-100,25200
25200,4,0,25200
25200,2,-100,25201
25201,4,0,25201
25201,4,0,25201
25201,6,-100,25701
25701,2,-100,25202
25202,6,-100,25702
25702,1,-225,25202
25202,3,-25,25202
25202,4,0,25203
25203,2,-100,24703
24703,4,0,25203
25203,4,0,25203
25203,6,-100,25203
25203,2,-100,25203
25203,1,-225,24703
24703,3,-25,24703
24703,5,-25,24702
24702,7,-225,25203
25203,2,-100,24703
24703,1,-225,24702
24702,7,-225,24702
24702,1,-225,24702
24702,4,0,24702
24702,2,-100,24201
24201,2,-100,24201
24201,3,-25,23700
23700,7,-225,24200
24200,4,0,24199
24199,3,-25,24199
24199,7,-225,24699
24699,7,-225,25199
25199,6,-100,25199
25199,6,-100,25700
25700,2,-100,25700
25700,1,-225,25200
25200,4,0,25200
25200,2,-100,25201
25201,4,0,25201
25201,2,-100,24701
24701,2,-100,24700
24700,2,-100,24200
24200,6,-100,24700
24700,7,-225,25200
25200,2,-100,24700
24700,5,-25,25200
25200,1,-225,24700
24700,6,-100,25200
25200,7,-225,25700
25700,7,-225,25701
25701,5,-25,26201
26201,6,-100,26202
26202,7,-225,26704
26704,6,-100,27205
27205,2,-100,26706
26706,7,-225,27208
27208,4,0,27209
27209,1,-225,26710
26710,7,-225,26712
26712,5,-25,27213
27213,1,-225,26714
26714,5,-25,26716
26716,4,0,26717
26717,2,-100,26217
26217,6,-100,26218
26218,1,-225,25719
25719,7,-225,26220
26220,2,-100,25720
25720,1,-225,25220
25220,3,-25,24720
24720,2,-100,24219
24219,1,-225,23719
23719,4,0,23718
23718,3,-25,23216
23216,5,-25,23215
23215,6,-100,23714
23714,6,-100,23714
23714,1,-225,23212
23212,6,-100,23711
23711,5,-25,23711
23711,7,-225,23710
23710,7,-225,24209
24209,1,-225,23708
23708,3,-25,23708
23708,2,-100,23206
23206,6,-100,23705
23705,2,-100,23204
23204,1,-225,22703
22703,2,-100,22701
22701,3,-25,22700
22700,1,-225,22198
22198,2,-100,22196
22196,7,-225,22194
22194,3,-25,22192
22192,7,-225,22691
22691,4,0,23189
23189,7,-225,23688
23688,5,-25,23688
23688,7,-225,24187
24187,1,-225,24187
24187,3,-25,24186
24186,3,-25,24186
24186,5,-25,24685
24685,4,0,24685
24685,3,-25,24685
24685,6,-100,25186
25186,5,-25,25686
25686,3,-25,25687
25687,3,-25,25687
25687,5,-25,26188
26188,4,0,26189
26189,5,-25,26691
26691,2,-100,26692
26692,6,-100,27193
27193,7,-225,27695
27695,6,-100,27697
27697,5,-25,28199
28199,7,-225,28702
28702,3,-25,28204
28204,2,-100,28206
28206,4,0,28208
28208,1,-225,27710
27710,1,-225,27212
27212,2,-100,27213
27213,6,-100,27215
27215,7,-225,27216
27216,1,-225,27218
27218,3,-25,26719
26719,2,-100,26220
26220,1,-225,25720
25720,5,-25,25721
25721,4,0,25721
25721,5,-25,25722
25722,4,0,25222
25222,3,-25,25222
25222,2,-100,24722
24722,7,-225,24721
24721,7,-225,24721
24721,3,-25,24221
24221,3,-25,24220
24220,2,-100,23719
23719,5,-25,23718
23718,4,0,23217
23217,7,-225,23716
23716,7,-225,23716
23716,2,-100,23215
23215,4,0,23213
23213,6,-100,23712
23712,7,-225,23712
23712,2,-100,23210
23210,7,-225,23710
23710,1,-225,23208
23208,7,-225,23707
23707,3,-25,23206
23206,2,-100,23205
23205,7,-225,23204
23204,2,-100,23202
23202,6,-100,23201
23201,1,-225,23200
23200,3,-25,23199
23199,2,-100,22697
22697,1,-225,22695
22695,7,-225,22694
22694,6,-100,23193
23193,6,-100,23692
23692,7,-225,24192
24192,7,-225,24691
24691,1,-225,24691
24691,5,-25,24691
24691,1,-225,24691
24691,1,-225,24691
24691,4,0,24690
24690,4,0,24690
24690,4,0,25190
25190,4,0,25190
25190,1,-225,25190
25190,3,-25,25190
25190,2,-100,24690
24690,5,-25,25190
25190,1,-225,24690
24690,2,-100,24690
24690,6,-100,25191
25191,3,-25,25191
25191,6,-100,25691
25691,7,-225,26192
26192,2,-100,26193
26193,5,-25,26194
26194,5,-25,26695
26695,7,-225,27196
27196,2,-100,26698
26698,3,-25,26699
26699,5,-25,26700
26700,4,0,27202
27202,6,-100,27203
27203,4,0,27205
27205,2,-100,27206
27206,1,-225,26707
26707,2,-100,26208
26208,4,0,26209
26209,6,-100,26710
26710,4,0,26712
26712,2,-100,26212
26212,2,-100,25713
25713,1,-225,25213
25213,6,-100,25714
25714,4,0,25714
25714,3,-25,25214
25214,6,-100,25214
25214,7,-225,25715
25715,4,0,25715
25715,6,-100,25716
25716,5,-25,25716
25716,2,-100,25217
25217,2,-100,24717
24717,4,0,24716
24716,1,-225,24216
24216,6,-100,24716
24716,7,-225,24715
24715,2,-100,24215
24215,5,-25,24215
24215,2,-100,23714
23714,1,-225,23713
23713,7,-225,23712
23712,6,-100,23711
23711,7,-225,24211
24211,5,-25,24210
24210,2,-100,23710
23710,7,-225,24209
24209,6,-100,24209
24209,4,0,24208
24208,7,-225,24708
24708,4,0,24708
24708,5,-25,24708
24708,6,-100,25208
25208,1,-225,24708
24708,3,-25,24707
24707,1,-225,24207
24207,6,-100,24707
24707,6,-100,24706
24706,2,-100,24206
24206,6,-100,24706
24706,2,-100,24206
24206,3,-25,24205
24205,1,-225,23704
23704,7,-225,24204
24204,4,0,24203
24203,2,-100,23703
23703,5,-25,24202
24202,7,-225,24702
24702,5,-25,24702
24702,4,0,24701
24701,5,-25,24701
24701,3,-25,24701
24701,6,-100,25201
25201,4,0,25202
25202,6,-100,25702
25702,5,-25,25702
25702,6,-100,26203
26203,4,0,26204
26204,3,-25,25705
25705,6,-100,26206
26206,5,-25,26207
26207,1,-225,26207
26207,3,-25,25708
25708,1,-225,25708
25708,5,-25,25709
25709,5,-25,25709
25709,1,-225,25210
25210,5,-25,25710
25710,2,-100,25210
25210,5,-25,25210
25210,7,-225,25711
25711,7,-225,25711
25711,7,-225,26212
26212,2,-100,25712
25712,2,-100,25213
25213,5,-25,25213
25213,7,-225,25713
25713,2,-100,25213
25213,1,-225,24713
24713,7,-225,24713
24713,3,-25,24713
24713,7,-225,24713
24713,5,-25,25213
25213,3,-25,24713
24713,6,-100,24713
24713,5,-25,25213
25213,2,-100,24712
24712,6,-100,24712
24712,2,-100,24212
24212,7,-225,24712
24712,4,0,24712
24712,3,-25,24211
24211,1,-225,24211
24211,7,-225,24210
24210,6,-100,24710
24710,3,-25,24209
24209,7,-225,24709
24709,6,-100,24709
24709,5,-25,24709
24709,2,-100,24709
24709,7,-225,24709
24709,1,-225,24708
24708,3,-25,24208
24208,2,-100,23707
23707,6,-100,24207
24207,2,-100,23706
23706,4,0,23705
23705,6,-100,24205
24205,3,-25,24204
24204,5,-25,24204
24204,2,-100,23703
23703,2,-100,23702
23702,7,-225,24201
24201,2,-100,23700
23700,5,-25,23700
23700,3,-25,23699
23699,2,-100,23698
23698,2,-100,23197
23197,2,-100,23196
23196,6,-100,23694
23694,7,-225,23694
23694,4,0,24193
24193,7,-225,24693
24693,7,-225,24693
24693,7,-225,25193
25193,3,-25,25193
25193,1,-225,25193
25193,5,-25,25194
25194,2,-100,25194
25194,5,-25,25694
25694,2,-100,25195
25195,4,0,25195
25195,4,0,25695
25695,7,-225,25696
25696,7,-225,26197
26197,6,-100,26698
26698,7,-225,27200
27200,7,-225,27702
27702,6,-100,27704
27704,1,-225,27705
27705,4,0,27707
27707,3,-25,27209
27209,4,0,27210
27210,5,-25,27212
27212,1,-225,27214
27214,3,-25,26715
26715,3,-25,26716
26716,4,0,26217
26217,7,-225,26718
26718,5,-25,26719
26719,7,-225,26720
26720,2,-100,26221
26221,6,-100,26222
26222,3,-25,26223
26223,3,-25,25724
25724,7,-225,25724
25724,7,-225,25725
25725,7,-225,26226
26226,6,-100,26226
26226,3,-25,25727
25727,1,-225,25227
25227,5,-25,25227
25227,4,0,24727
24727,5,-25,24727
24727,6,-100,24727
24727,4,0,24727
24727,2,-100,24226
24226,4,0,23725
23725,2,-100,23224
23224,7,-225,23223
23223,6,-100,23722
23722,5,-25,23721
23721,6,-100,23720
23720,2,-100,23219
23219,2,-100,22717
22717,2,-100,22215
22215,2,-100,21713
21713,1,-225,21211
21211,2,-100,21208
21208,6,-100,21206
21206,7,-225,21703
21703,6,-100,21701
21701,5,-25,22199
22199,4,0,22197
22197,6,-100,22696
22696,2,-100,22194
22194,5,-25,22692
22692,5,-25,22691
22691,3,-25,22690
22690,4,0,23188
23188,7,-225,23687
23687,6,-100,24187
24187,1,-225,24186
24186,4,0,24185
24185,3,-25,24185
24185,4,0,24185
24185,2,-100,24184
24184,1,-225,24184
24184,4,0,24683
24683,2,-100,24183
24183,7,-225,24683
24683,3,-25,25183
25183,1,-225,24683
24683,6,-100,25683
25683,4,0,25684
25684,4,0,25685
25685,5,-25,26186
26186,1,-225,26186
26186,5,-25,26688
26688,4,0,26689
26689,2,-100,26690
26690,5,-25,26691
26691,1,-225,26693
26693,3,-25,26694
26694,3,-25,26695
26695,5,-25,27196
27196,3,-25,26698
26698,3,-25,26699
26699,1,-225,26700
26700,5,-25,26701
26701,4,0,26703
26703,7,-225,27204
27204,2,-100,26705
26705,2,-100,26706
26706,1,-225,26207
26207,7,-225,26708
26708,5,-25,26710
26710,3,-25,26210
26210,5,-25,26712
26712,4,0,26213
26213,4,0,26213
26213,2,-100,25714
25714,2,-100,25715
25715,3,-25,25215
25215,3,-25,25215
25215,5,-25,25215
25215,7,-225,25215
25215,6,-100,25215
25215,4,0,25216
25216,4,0,25216
25216,3,-25,24716
24716,4,0,24716
24716,2,-100,24215
24215,1,-225,23714
23714,7,-225,24214
24214,3,-25,23713
23713,2,-100,23712
23712,1,-225,23211
23211,7,-225,23210
23210,4,0,23209
23209,3,-25,23207
23207,3,-25,22706
22706,5,-25,23205
23205,5,-25,23203
23203,5,-25,23202
23202,6,-100,23702
23702,1,-225,23200
23200,4,0,23699
23699,7,-225,23699
25343,5,-25,25219
25219,5,-25,25219
25219,4,0,24719
24719,4,0,24718
24718,3,-25,24218
24218,5,-25,24218
24218,3,-25,24217
24217,5,-25,24216
24216,5,-25,24216
24216,3,-25,23715
23715,4,0,23714
23714,5,-25,23714
23714,3,-25,23713
23713,2,-100,23211
23211,5,-25,23210
23210,2,-100,22709
22709,2,-100,22707
22707,5,-25,22705
22705,3,-25,22204
22204,4,0,22702
22702,5,-25,22700
22700,3,-25,22699
22699,3,-25,22197
22197,4,0,22695
22695,3,-25,22694
22694,2,-100,22192
22192,4,0,22190
22190,5,-25,22689
22689,3,-25,22687
22687,3,-25,22686
22686,4,0,23184
23184,2,-100,22683
22683,4,0,23182
23182,2,-100,23180
23180,5,-25,23679
23679,3,-25,23678
23678,5,-25,24178
24178,2,-100,24177
24177,2,-100,24177
24177,3,-25,24176
24176,3,-25,24176
24176,3,-25,24675
24675,4,0,24675
24675,3,-25,24675
24675,3,-25,25175
25175,5,-25,25676
25676,5,-25,26176
26176,6,-100,26678
26678,4,0,27179
27179,6,-100,27681
27681,4,0,27683
27683,3,-25,27685
27685,5,-25,28187
28187,4,0,28689
28689,6,-100,29192
29192,5,-25,29195
29195,6,-100,29698
29698,6,-100,30202
30202,5,-25,30205
30205,6,-100,30709
30709,6,-100,30713
30713,6,-100,31218
31218,4,0,30722
30722,6,-100,31226
31226,4,0,30730
30730,6,-100,30734
30734,3,-25,30238
30238,5,-25,30241
30241,6,-100,30245
30245,4,0,29748
29748,3,-25,29251
29251,6,-100,29254
29254,4,0,28256
28256,4,0,27758
27758,3,-25,27260
27260,4,0,26761
26761,4,0,26262
26262,3,-25,25262
25262,6,-100,25262
25262,5,-25,24762
24762,5,-25,24261
24261,4,0,23760
23760,2,-100,22759
22759,4,0,22257
22257,5,-25,21755
21755,4,0,21252
21252,4,0,20750
20750,4,0,20246
20246,5,-25,20243
20243,3,-25,19739
19739,4,0,19235
19235,5,-25,19231
19231,5,-25,18727
18727,5,-25,18723
18723,4,0,18718
18718,5,-25,18714
18714,4,0,18710
18710,5,-25,18705
18705,4,0,18701
18701,5,-25,18697
18697,5,-25,19193
19193,2,-100,18688
18688,3,-25,18684
18684,3,-25,18680
18680,4,0,19176
19176,4,0,19672
19672,3,-25,19669
19669,3,-25,19665
19665,2,-100,20162
20162,4,0,20659
20659,3,-25,20656
20656,5,-25,21154
21154,4,0,22152
22152,5,-25,22650
22650,3,-25,23149
23149,5,-25,23648
23648,2,-100,24147
24147,3,-25,24647
24647,5,-25,25147
25147,6,-100,26148
26148,6,-100,27150
27150,4,0,27651
27651,6,-100,28654
28654,4,0,29157
29157,3,-25,29160
29160,5,-25,30163
30163,5,-25,30667
30667,6,-100,31171
31171,6,-100,32176
32176,3,-25,32181
32181,6,-100,32686
32686,5,-25,33192
33192,4,0,33198
33198,5,-25,33703
33703,6,-100,33709
33709,6,-100,34216
34216,4,0,33722
33722,4,0,33728
33728,5,-25,33734
33734,4,0,33240
33240,6,-100,33245
33245,5,-25,33251
33251,4,0,32756
32756,6,-100,32261
32261,3,-25,31766
31766,5,-25,31270
31270,3,-25,30274
30274,3,-25,29777
29777,5,-25,29279
29279,6,-100,28782
28782,3,-25,27784
27784,5,-25,27285
27285,5,-25,26786
26786,4,0,25787
25787,6,-100,25287
25287,5,-25,24787
24787,2,-100,23786
23786,5,-25,22784
22784,5,-25,22283
22283,2,-100,21280
21280,5,-25,20777
20777,2,-100,19774
19774,5,-25,19270
19270,2,-100,18265
18265,5,-25,17760
17760,4,0,17255
17255,4,0,16749
16749,2,-100,15743
15743,4,0,15736
15736,5,-25,15230
15230,3,-25,14723
14723,4,0,14716
14716,5,-25,14709
14709,3,-25,14702
14702,2,-100,14194
14194,3,-25,14187
14187,4,0,14180
14180,4,0,14673
14673,5,-25,15166
15166,3,-25,15159
15159,5,-25,16153
16153,4,0,16648
16648,5,-25,17142
17142,2,-100,17637
17637,5,-25,18633
18633,5,-25,19129
19129,4,0,20126
20126,5,-25,21123
21123,3,-25,21621
21621,2,-100,22119
22119,5,-25,23117
23117,2,-100,23616
23616,3,-25,24116
24116,4,0,25116
25116,6,-100,26117
26117,3,-25,26618
26618,6,-100,27620
27620,6,-100,29123
29123,4,0,29626
29626,6,-100,30630
30630,5,-25,31634
31634,6,-100,32640
32640,4,0,33146
33146,5,-25,34152
34152,3,-25,34658
34658,6,-100,35166
35166,6,-100,36173
36173,4,0,36181
36181,3,-25,36689
36689,3,-25,36697
36697,4,0,36705
36705,5,-25,36713
36713,3,-25,36721
36721,6,-100,36729
36729,3,-25,36237
36237,4,0,35744
35744,5,-25,35751
35751,4,0,35258
35258,5,-25,34765
34765,4,0,34271
34271,5,-25,33777
33777,6,-100,33283
33283,3,-25,32288
32288,6,-100,31793
31793,5,-25,31297
31297,4,0,30301
30301,6,-100,29804
29804,6,-100,29307
29307,6,-100,28810
28810,5,-25,28312
28312,6,-100,27314
27314,5,-25,26815
26815,6,-100,26316
26316,3,-25,25316
25316,6,-100,24315
24315,2,-100,23314
23314,2,-100,22312
22312,5,-25,21310
21310,2,-100,20306
20306,4,0,19302
19302,2,-100,17797
17797,4,0,17292
17292,5,-25,16786
16786,2,-100,15280
15280,5,-25,14773
14773,5,-25,14265
14265,5,-25,13758
13758,4,0,13250
13250,4,0,12742
12742,3,-25,12233
12233,3,-25,11724
11724,2,-100,11215
11215,2,-100,10705
10705,4,0,10695
10695,4,0,11186
11186,4,0,11176
11176,3,-25,11167
11167,5,-25,11658
11658,3,-25,12149
12149,2,-100,12641
12641,2,-100,12632
12632,4,0,13625
13625,4,0,14117
14117,3,-25,14610
14610,4,0,15604
15604,4,0,16598
16598,4,0,17593
17593,4,0,18089
18089,5,-25,19585
19585,3,-25,20082
20082,3,-25,21079
21079,2,-100,21577
21577,5,-25,22576
22576,4,0,23575
23575,4,0,24575
24575,3,-25,25575
25575,3,-25,26076
26076,4,0,27078
27078,3,-25,28080
28080,3,-25,28583
28583,4,0,29586
29586,6,-100,31090
31090,3,-25,31595
31595,6,-100,33101
33101,6,-100,34107
34107,5,-25,35114
35114,4,0,36122
36122,4,0,37130
37130,3,-25,37639
37639,6,-100,38648
38648,5,-25,39158
39158,6,-100,40168
40168,6,-100,40679
40679,3,-25,40690
40690,5,-25,41201
41201,6,-100,41712
41712,6,-100,41724
41724,5,-25,41735
41735,4,0,41246
41246,5,-25,41258
41258,6,-100,40768
40768,3,-25,40279
40279,3,-25,39289
39289,5,-25,38798
38798,5,-25,38307
38307,5,-25,37315
37315,4,0,36323
36323,3,-25,35330
35330,4,0,34337
34337,6,-100,33842
33842,4,0,32848
32848,6,-100,32353
32353,5,-25,31357
31357,4,0,30361
30361,3,-25,29363
29363,6,-100,28866
28866,4,0,27868
27868,3,-25,26869
26869,6,-100,26369
26369,3,-25,24869
24869,2,-100,23869
23869,4,0,22867
22867,5,-25,22365
22365,4,0,21362
21362,3,-25,19859
19859,4,0,19355
19355,5,-25,18350
18350,2,-100,16845
16845,4,0,16339
16339,5,-25,15332
15332,4,0,14324
14324,2,-100,12816
12816,2,-100,11807
11807,3,-25,10797
10797,5,-25,10287
10287,4,0,9276
9276,5,-25,8765
8765,3,-25,7754
7754,5,-25,7742
7742,2,-100,6729
6729,4,0,6717
6717,5,-25,6704
6704,3,-25,6191
6191,2,-100,6179
6179,4,0,6666
6666,4,0,7154
7154,3,-25,7142
7142,4,0,8130
8130,3,-25,8619
8619,3,-25,9108
9108,2,-100,9598
9598,2,-100,10088
10088,5,-25,11078
11078,5,-25,12570
12570,4,0,13562
13562,2,-100,14055
14055,2,-100,14548
14548,4,0,15541
15541,4,0,16536
16536,4,0,17530
17530,2,-100,18026
18026,3,-25,18521
18521,5,-25,19518
19518,2,-100,20015
20015,3,-25,20512
20512,2,-100,21009
21009,2,-100,21507
21507,3,-25,22005
22005,3,-25,22504
22504,4,0,23503
23503,3,-25,24003
24003,2,-100,24503
24503,2,-100,25003
25003,3,-25,25503
25503,4,0,26004
26004,5,-25,27005
27005,3,-25,27507
27507,3,-25,28010
28010,4,0,29012
29012,6,-100,30016
30016,5,-25,31020
31020,5,-25,32025
32025,6,-100,33031
33031,4,0,34037
34037,3,-25,34544
34544,4,0,35552
35552,5,-25,37060
37060,6,-100,38069
38069,6,-100,39579
39579,6,-100,40590
40590,6,-100,42101
42101,3,-25,42614
42614,5,-25,43627
43627,5,-25,44640
44640,6,-100,45654
45654,3,-25,46169
46169,4,0,46183
46183,3,-25,46698
46698,6,-100,46713
46713,4,0,46728
46728,6,-100,46743
46743,5,-25,46758
46758,4,0,46272
46272,5,-25,45786
45786,4,0,44800
44800,3,-25,43813
43813,5,-25,43325
43325,6,-100,42337
42337,5,-25,41848
41848,5,-25,40859
40859,5,-25,40370
40370,4,0,39379
39379,3,-25,38388
38388,6,-100,37897
37897,5,-25,36905
36905,6,-100,36913
36913,6,-100,36421
36421,6,-100,35928
35928,4,0,35435
35435,3,-25,34942
34942,3,-25,34448
34448,3,-25,33954
33954,4,0,33460
33460,5,99975,33466
25343,3,-25,24702
24702,3,-25,24702
24702,3,-25,24702
24702,3,-25,24201
24201,3,-25,24201
24201,3,-25,24201
24201,3,-25,24200
24200,3,-25,24199
24199,3,-25,23699
23699,3,-25,23698
23698,3,-25,23697
23697,3,-25,23696
23696,3,-25,23695
23695,3,-25,23694
23694,3,-25,23693
23693,3,-25,23192
23192,3,-25,23191
23191,3,-25,23190
23190,3,-25,23189
23189,3,-25,23188
23188,3,-25,23687
23687,3,-25,23686
23686,3,-25,23685
23685,3,-25,23684
23684,3,-25,23683
23683,3,-25,23682
23682,3,-25,23681
23681,3,-25,23681
23681,3,-25,24180
24180,3,-25,24179
24179,3,-25,24179
24179,3,-25,24179
24179,3,-25,24678
24678,3,-25,24678
24678,3,-25,24678
24678,3,-25,24678
24678,3,-25,25178
25178,5,-25,25678
25678,5,-25,25679
25679,5,-25,26180
26180,5,-25,26681
26681,5,-25,27183
27183,5,-25,27684
27684,5,-25,28187
28187,5,-25,28189
28189,5,-25,28691
28691,5,-25,29194
29194,5,-25,29197
29197,5,-25,29700
29700,5,-25,29703
29703,5,-25,29707
29707,5,-25,30210
30210,5,-25,30214
30214,5,-25,30217
30217,5,-25,30221
30221,5,-25,30225
30225,5,-25,30228
30228,5,-25,30232
30232,5,-25,29735
29735,5,-25,29738
29738,5,-25,29741
29741,5,-25,29244
29244,5,-25,29247
29247,5,-25,28750
28750,5,-25,28752
28752,5,-25,28254
28254,5,-25,27756
27756,5,-25,27258
27258,5,-25,27259
27259,5,-25,26760
26760,5,-25,26261
26261,5,-25,25762
25762,5,-25,25262
25262,5,-25,24762
24762,3,-25,24262
24262,3,-25,23261
23261,3,-25,22759
22759,3,-25,22257
22257,3,-25,21255
21255,3,-25,20752
20752,3,-25,20248
20248,3,-25,19244
19244,3,-25,18740
18740,3,-25,18236
18236,3,-25,17731
17731,3,-25,17225
17225,3,-25,16720
16720,3,-25,16714
16714,3,-25,16208
16208,3,-25,16202
16202,3,-25,16196
16196,3,-25,15690
15690,3,-25,16184
